Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
160760.0,-0.674466064578314,1.40810501967799,-1.11062205357093,-1.32836577843066,1.38899603254837,-1.30843906707795,1.88587890268717,-0.614232966299775,0.311652212453101,0.65075700363522,-0.857784661547805,-0.229961445775592,-0.19981700479103,0.266371326329879,-0.0465441684754424,-0.741398089749789,-0.605616644106022,-0.39256818789208,-0.162648311024695,0.394321820843914,0.0800842396026648,0.810033595602455,-0.224327230436412,0.707899237446867,-0.13583702273753,0.0451021964988772,0.533837219064273,0.291319252625364,23.0,0
19847.0,-2.82981594327279,-2.76514921229269,2.53779295063997,-1.07458042259191,2.84255889292598,-2.15353644367205,-1.79551885720369,-0.250020372324704,3.07350426338358,-1.00041794567463,1.85084176033081,-1.54977887088034,1.25233673695303,0.963974373307274,-0.481027223791626,-0.14731917203129,-0.209328171581066,1.05889790297841,0.397056508186649,-0.515764693656115,-0.295554564490287,0.109304966698836,-0.81327196874425,0.0429955726118499,-0.0276596849389052,-0.910247054904536,0.110801759066737,-0.511938134872381,11.85,0
88326.0,-3.5764948264458,2.31842150813501,1.30698532958812,3.26366492235553,1.12781840881043,2.86524613735822,1.44412464888046,-0.718921833851611,1.87404570858999,7.39849078334508,2.08114562393643,-0.0641447523642622,0.577555888776233,-2.43020141181235,1.50599327416251,-1.23794088792793,-0.390404663248005,-1.23180425893991,0.0987384558351899,2.03478558572906,-1.06015143656451,0.0168672508446993,-0.132058215693801,-1.48399578398146,-0.296010935476064,0.0628225484481408,0.552411113771332,0.509763550465719,76.07,0
141734.0,2.06038602369961,-0.0153821840535667,-1.08254445528442,0.386018735959187,-0.0243313557043515,-1.07493505306921,0.207792456907117,-0.338140264774688,0.455091384908009,0.0478593568044114,-0.6524967285272,0.750829191563632,0.665602707738606,0.158607895136616,0.0273483568602367,-0.171172944373679,-0.291228494110406,-1.00853077568381,0.0970397391601246,-0.192024402428361,-0.281683944533933,-0.639425770212503,0.33181821103643,-0.0675835618561429,-0.283675034534055,0.203528627422195,-0.0636213125295059,-0.0600770704321883,0.99,0
38741.0,1.20996468554511,1.38430342323226,-1.34353100599909,1.76363610041007,0.662351458967687,-2.11338359103366,0.854039020246687,-0.475963479097682,-0.629658040804083,-1.57965414333189,1.46257273298626,0.208823425520634,0.734537254584867,-3.53862482184019,0.926076313160626,0.835029481838533,2.84593713813846,1.04094749392959,-1.04526278617555,0.0090831301297973,-0.164014955157219,-0.328293910163019,-0.154631256136919,0.619449278998262,0.818998197707171,-0.330525291168213,0.0468835486041235,0.104526723913722,1.5,0
151934.0,-0.345588490593883,1.07032846248933,-0.652790468621253,-0.492207094151334,0.749481590445326,-0.949391186684146,0.752519823911826,0.0790953111790632,0.0612689883430686,-0.720452981061408,-0.759578566038094,-0.221885156833735,-0.320509196588359,-0.868272377846938,-0.193900760946226,0.367946253313217,0.460216687594694,-0.17901162269159,-0.236399137175352,-0.0521756013439961,-0.335296186376867,-0.843460250198755,0.187468848224455,0.618295216375472,-0.438011591707577,0.0734629149810957,-0.196699978717074,-0.211518292731342,8.99,0
159122.0,-0.864273061334064,0.361411723947719,-0.346667464300711,-1.93822744166095,-1.06583891320626,-1.0562020538571,-0.0935903126370582,0.0956473292047497,-2.78253093921846,1.24698082131075,-0.944344999464502,-0.951620426493515,0.723908501308132,0.265946478826203,0.330832666301772,-1.03260616243549,1.04378048946347,-0.222060334336493,0.884583697530703,-0.538946017036941,-0.173419508674993,-0.162751126664795,0.119505378299748,-0.0336468611423023,-0.488659620539679,-0.234981884004753,-0.578365053235722,-0.225400343414771,52.0,0
41656.0,-1.67900001322684,0.0047237895220157,2.09310011086487,-0.209994295861917,1.11212332703426,-1.25406041252964,0.19384609263207,-0.0108595068055654,-0.56836143232749,-0.671676045300681,0.187415265298558,0.585710171352432,0.673995434578281,0.02247982075214,0.705223616700546,0.0152754679622904,-0.258772249495751,-1.06968038089264,-1.03258778077936,-0.0456572568850009,-0.123806080665791,-0.540965793575783,-0.0566410124674699,0.409962872153622,0.137481852633072,0.0131125827063348,-0.143777659794382,0.18456533531556,3.59,0
52202.0,-0.806445109215778,0.865983033911859,1.1058978963767,1.38395711061554,-0.0181096506759159,0.140881855767365,0.124651390356282,0.603671690140999,-0.853073793202424,-0.336417751500108,1.12927017797076,1.25416345714198,0.112649535358839,0.534606975006187,-0.601421237047446,-0.961351613524528,0.593230431486367,-0.227612218123273,0.93207779829651,-0.0012839172222508,0.173074168949448,0.494319395072808,-0.0029719567279695,0.258954774217262,-0.367383611256651,-0.308235577659209,0.0835896824074857,0.059611648520242,27.92,0
52081.0,1.16964645715763,-0.82392350729076,0.467031398499679,-0.840968282628155,-0.850687772153643,0.0621386199828532,-0.70509665520298,0.0940035261239857,-1.02070179781274,0.67604234695528,1.52229633657587,0.413357411104551,0.752993665017979,-0.112641553365475,0.432857142019962,1.30117774857474,0.0485071192170804,-1.32414253356045,0.546796240886531,0.275094447104079,0.10708427411147,0.0307345472423294,-0.0050308341919598,-0.291176166522892,0.17115567900674,-0.390047696494084,0.017274377864848,0.0237285898054645,95.25,0
59813.0,-3.50259973160147,2.73056873430709,-0.962733364661076,1.4961900264084,-7.25169955435301,6.70251138827312,0.643727904947981,-10.5198637587747,-1.66053913513345,-3.25169880153788,0.779232621649124,2.05674468195772,-0.0249726430979263,1.25703516939234,-0.7157712564305,0.608755573287664,0.828828944245735,0.116018542561029,0.351047455075365,1.46748458112319,-5.58972999653834,1.87646718588776,0.478593214610877,0.0844821752489962,-0.0272549375361419,-0.240760702451778,1.15042417573317,-0.291471365444144,1222.48,0
22644.0,-0.518531288578761,1.06280614391014,2.05348997129973,3.15043138803388,-1.12905792453936,0.596819014328207,1.80955055112231,-0.590832809914546,-0.155819381417585,0.363695601591458,1.0453951255005,-2.38991393054645,2.96385534357722,1.14905511457563,0.564458191400137,0.0200999354367718,0.521187542937987,0.081554181022104,0.426329861370316,0.24392034240278,-0.261910254518144,-0.26703346399554,0.369732091140532,0.646017879527963,-0.755771145489159,-0.184249219432514,-0.0109723420414269,-0.136224237068181,301.82,0
59096.0,-0.845180517810964,-0.305078249005073,1.53849844456183,-2.53716371264125,-1.33405440841393,-0.27917108031431,-0.646422008625488,0.579478546093692,-2.74674658082809,0.559118237185846,1.26595943391263,-0.0826865905625237,0.413214435605846,0.0186701277313738,-0.503165514694426,-0.0145512787968947,0.380155310810561,0.0248696026460155,-1.08321151285968,-0.379485514266694,-0.100286364348596,-0.250367885090485,0.229402373969608,0.148240241849461,-0.472171097128336,-0.61314976963623,0.0026536419531144,0.0457029998649884,56.18,0
129876.0,-0.217565822345866,0.725638678577699,0.10324887841386,-0.783147919665343,0.783758785381339,-0.527088446974651,0.877936153172097,-0.0639798787750966,-0.250704763983984,-0.144301139545222,0.530910134669875,0.888677840327712,0.329301493830057,0.185800082070813,-1.04615380407358,0.13992906625851,-0.777910170784962,-0.254703741507066,0.297737395930152,-0.0379545070215055,-0.21876745027044,-0.469241399633308,0.148497680053203,-0.46727736238094,-0.448610866067683,0.142432946625958,0.132624758032626,0.0646919310696704,4.56,0
63669.0,1.17425942515572,0.141328830408029,0.502185367563907,0.456085972779163,-0.24699961533354,-0.20011979528881,-0.128111761590798,0.087957713692329,-0.197632342932684,0.06302763330767,1.67918702904889,1.07013607304465,0.0748204319490693,0.49120343550714,0.598387701936057,0.213686902693732,-0.388284473403551,-0.478584600521484,-0.186154350469082,-0.122606782391896,-0.179804762762892,-0.529042480380182,0.154957069207086,0.0089409656014505,0.110163467313817,0.107407872087038,-0.0172833221439535,0.0051181456077015,1.79,0
154047.0,2.03179450670163,-0.0848358967677019,-0.901200807360311,0.521765773942204,-0.405613225153327,-1.47021548342344,0.151457277887861,-0.326493175503051,0.607469985660838,0.0909979386318455,-0.470760535806614,0.244604040690503,-0.636288858702559,0.425441318170172,0.0779322753037103,-0.198779203475217,-0.0989480530834972,-0.930327570682743,-0.0086529712594715,-0.277839869874327,-0.26863039638403,-0.672831930744305,0.399705214599021,0.44261772682542,-0.375932844320231,0.171862702952053,-0.0743108864476974,-0.0569734148203153,1.98,0
48673.0,1.08093017297296,-1.76077817148477,0.0535200476052881,-1.32643587969768,-1.47024349643185,-0.337934288577373,-0.701172161802018,-0.247049443485396,-1.82883279895537,1.28514595656035,-1.07070754143121,-0.704175952275686,1.53138385665148,-0.541966816783228,0.723445245450627,-0.0008083285368754,0.0946287434855938,0.243743853461812,-0.057242687916272,0.265232465981574,-0.147678325005354,-0.572572791706031,-0.237727877005577,-0.456870808085435,0.298699561427784,-0.258732675167413,-0.0016970141237063,0.0636333355026347,264.0,0
11137.0,1.20191241607189,0.0373059641167434,0.936912755549363,0.221366547481515,-0.808740376126824,-0.82302786416744,-0.374642759497115,-0.134744724117469,1.66413700783208,-0.62423476674571,1.39221357821857,-2.10661151993463,1.496869453981,1.65715754398862,0.744183496639887,-0.0638099929734146,0.850137447778417,-0.749047999180162,-0.733704732655394,-0.164714084046932,-0.222479138261187,-0.359795780891391,0.204074972750526,0.59108705383307,-0.0558453053769865,0.863413501238985,-0.0815836031004644,0.0048748015077038,4.0,0
75062.0,-0.913467681639661,-0.525735058062779,0.733373305182915,-0.708056089729501,2.15383896146043,3.70395211456054,-0.800503781998011,1.04717341199802,-1.72492932678046,0.512972945749964,-0.522120284951377,-0.655960140704855,0.401088142241729,0.0719779917204247,1.50583216651079,-1.10712744270575,-0.548272271679248,2.28239781028653,-0.130787537765021,0.0764386083115247,-0.154053710937856,-0.397840008285141,-0.0361439039607885,0.956064445838504,0.428332076136505,-0.152400362685019,0.0871102477605695,0.101400087532809,69.0,0
143803.0,2.04728594752924,0.420400428386062,-2.68339955334532,0.494862166089727,0.864165239910551,-1.01266736440224,0.158856783505727,-0.121119238372865,0.485265831098764,-1.0012845474345,1.07794796916869,-0.425118205085363,-1.22348066738494,-2.12878498237469,0.607139808766865,1.18124688090425,1.37966639927835,2.06855020305618,-0.195888988115159,-0.20483722895874,0.0925303227845893,0.384389579538033,-0.129039807633986,-1.0497106172628,0.268698922988809,-0.0653120893215126,0.0103945782773783,-0.0130025845714006,1.0,0
40261.0,-0.570222405035101,0.88000964806519,1.30389791423878,1.34988621281405,-0.376362036619249,0.989911333215953,1.13887478574818,0.0265607560915204,-1.13664545825754,0.103168414529048,1.36509794481772,0.706655821520774,0.675927188111373,0.373984225523363,1.27337361211149,-0.469954279853131,-0.0283656877113042,0.303074966848579,1.41723460785856,0.193228915929529,0.0988124347873461,0.350825937555124,-0.0243142670947809,-0.283476112149119,-0.222097940909514,-0.216191635091699,0.113386685990757,0.0841438422212808,187.45,0
156919.0,0.141697404591419,0.963428202509773,-1.21739646876749,-0.271565355481081,0.659670806325262,-0.749268072397589,1.13774950502031,-0.307995232921549,0.369440018309243,-0.515709050482286,-1.16155104353912,-0.680418213661204,-0.275307883228802,-0.919404864346658,0.872654680038878,0.26949657945796,0.190360640036863,0.858733087782369,-0.04856386584236,-0.110936661745764,0.187906285565125,0.802671346317814,-0.132888945355971,-0.854354272236334,-0.15606542213202,-0.101915011275422,0.0950127311833649,0.0242994136489911,70.0,0
87886.0,-0.378832765607958,0.506437763469097,1.75200648837456,-0.629225420591902,-0.0477675578847383,-0.437518808593064,0.510638394132969,-0.150406993904125,0.591277007775037,-0.408217252393256,-1.06679366126607,-0.0455620812625736,0.150379321402274,-0.616457352092593,-0.0438989182147421,0.168719983704075,-0.661871006840321,0.105692569373653,-0.37025559324796,0.134073501534501,0.15237189803478,0.868597240266296,-0.241705731328465,0.107248167645716,-0.347748998949486,0.520695612794977,0.205767262478772,-0.0014318238892479,11.5,0
62688.0,-0.262139710024709,0.835490639801655,1.16524167900556,-0.495381347376546,0.739069606518504,0.216780724697194,0.721123685996478,-0.0124788651940847,-0.311847437230837,0.0927961797245336,0.0590257028666629,-0.258218487891028,-0.517124689276531,0.182694364410766,0.351006275515346,0.739480584072534,-1.20299060228098,0.640889405090387,0.824744533868383,0.174997972466401,-0.326455451809192,-0.76132253024764,-0.238962791804641,-1.06775875409752,-0.0930399055443973,0.111963749432237,0.0925615988154493,-0.127638472821857,0.89,0
71082.0,1.16345219509932,-0.483299199283672,0.120790985576522,0.351696369692894,1.20884013709545,4.40818204561811,-1.54201378450321,1.22928121059718,1.07853791359389,-0.129561966391614,-0.73502257826133,0.281388222814244,0.0448475582761646,-0.522299866678232,0.337376167441106,0.57809478369821,-0.810224016786084,0.783527785157989,-0.0678185627045373,0.0069578758513424,0.124653561764661,0.47632080779962,-0.150773291567451,1.03721280417946,0.622416230745763,-0.159394624467607,0.0986771497130697,0.0371690906216274,15.0,0
43883.0,-1.9523882302556,-1.14498793482795,2.05928031313903,0.876253476904885,1.82576975319856,-2.06292072523627,-0.79337605389476,0.108856179252079,-0.522050508097435,-0.240740447729533,-0.420136595343462,-0.204865110594705,-0.277665336544065,0.402294405389366,1.40773792787546,-0.101118807188304,-0.0417501221795796,-0.14459104830375,0.795284396300593,0.598367136493539,-0.0352472637294854,-0.786390867497472,0.250227890959237,0.362295854993885,0.110028294706156,0.230270673714533,-0.0491130224778484,0.114116268982913,0.89,0
87767.0,-2.95499049012889,2.68410425005576,-1.13449907215261,-2.85449877788819,-0.363086497459076,-1.27327681698651,0.148249526069554,1.20253311436386,0.330774066386747,0.0931657780890232,0.417195105444272,1.72853876152734,0.943680308788448,0.68784277870715,-1.30851341064779,0.735574173984197,-0.739492039534762,-0.361906172737123,-0.616914268253045,0.430990841828035,-0.287141106446696,-0.776631375976518,0.0387657242263006,-0.328239915175295,0.332496816777865,0.40210572856974,0.480716300643261,0.331374596329056,1.0,0
